
===========================================================================
HoloNet TEST INFERENCE
===========================================================================
Device:              cuda
Model:               best_model_fft_final.pth
Patch size:          256
Patches/image:      64

Training Z normalization:
  Z mean = 30.59822877
  Z std  = 21.75293980

Number of test images: 5653
Model loaded successfully.

Image | Z_GT | Z_pred | Abs Error | Time(s)
65753.tiff | 36.225 | 37.358 | 1.133 | 0.0330
71217.tiff | 29.585 | 29.599 | 0.014 | 0.0330
76058.tiff | 24.877 | 18.149 | 6.728 | 0.0330
70119.tiff | 47.536 | 47.844 | 0.309 | 0.0330
68216.tiff | 48.078 | 52.977 | 4.898 | 0.0330
70493.tiff | 18.119 | 19.883 | 1.764 | 0.0330
74659.tiff | 10.818 | 15.593 | 4.774 | 0.0330
66778.tiff | 12.327 | 11.512 | 0.815 | 0.0330
65018.tiff | 1.379 | 2.851 | 1.472 | 0.0330
66771.tiff | 12.984 | 12.481 | 0.503 | 0.0330
66889.tiff | 0.035 | 4.401 | 4.365 | 0.0330
74865.tiff | 27.799 | 34.678 | 6.879 | 0.0330
66643.tiff | 23.739 | 22.525 | 1.215 | 0.0330
74636.tiff | 8.910 | 13.841 | 4.932 | 0.0330
67317.tiff | 6.502 | 5.916 | 0.586 | 0.0330
68023.tiff | 46.844 | 52.222 | 5.378 | 0.0330
71002.tiff | 25.688 | 25.179 | 0.510 | 0.0330
65133.tiff | 8.223 | 10.425 | 2.202 | 0.0330
75667.tiff | 5.393 | 9.723 | 4.330 | 0.0330
68013.tiff | 46.041 | 51.161 | 5.120 | 0.0330
68725.tiff | 6.101 | 5.831 | 0.270 | 0.0330
71852.tiff | 17.844 | 21.643 | 3.799 | 0.0330
74367.tiff | 13.422 | 9.824 | 3.598 | 0.0330
74059.tiff | 28.943 | 26.217 | 2.726 | 0.0330
66096.tiff | 62.425 | 63.382 | 0.957 | 0.0330
69585.tiff | 6.596 | 7.349 | 0.753 | 0.0330
70072.tiff | 43.922 | 44.482 | 0.560 | 0.0330
65528.tiff | 19.266 | 19.318 | 0.052 | 0.0330
70262.tiff | 36.993 | 40.839 | 3.846 | 0.0330
67003.tiff | 9.563 | 7.617 | 1.945 | 0.0330
69871.tiff | 28.476 | 28.643 | 0.167 | 0.0330
65169.tiff | 7.533 | 6.042 | 1.491 | 0.0330
72554.tiff | 2.976 | 4.448 | 1.472 | 0.0330
72733.tiff | 11.951 | 12.358 | 0.407 | 0.0330
69339.tiff | 11.565 | 11.335 | 0.230 | 0.0330
66920.tiff | 2.456 | 3.453 | 0.997 | 0.0330
68155.tiff | 53.238 | 57.945 | 4.707 | 0.0330
65702.tiff | 32.421 | 32.478 | 0.057 | 0.0330
71694.tiff | 7.240 | 5.108 | 2.132 | 0.0330
69075.tiff | 23.206 | 20.876 | 2.330 | 0.0330
69229.tiff | 20.025 | 18.471 | 1.554 | 0.0330
68932.tiff | 11.126 | 14.108 | 2.982 | 0.0330
70355.tiff | 29.223 | 32.593 | 3.370 | 0.0330
68551.tiff | 20.558 | 20.146 | 0.413 | 0.0330
71390.tiff | 16.259 | 17.823 | 1.564 | 0.0330
67767.tiff | 27.340 | 32.513 | 5.173 | 0.0330
71924.tiff | 23.706 | 27.301 | 3.594 | 0.0330
65773.tiff | 37.740 | 39.288 | 1.549 | 0.0330
66299.tiff | 52.224 | 53.958 | 1.734 | 0.0330
71340.tiff | 20.118 | 21.380 | 1.262 | 0.0330
71775.tiff | 11.862 | 15.704 | 3.842 | 0.0330
75064.tiff | 43.003 | 43.735 | 0.733 | 0.0330
66353.tiff | 47.704 | 49.946 | 2.242 | 0.0330
67927.tiff | 39.540 | 45.702 | 6.162 | 0.0330
72969.tiff | 31.450 | 32.304 | 0.855 | 0.0330
75036.tiff | 41.666 | 45.302 | 3.636 | 0.0330
66288.tiff | 53.118 | 55.152 | 2.034 | 0.0330
68469.tiff | 27.429 | 27.573 | 0.144 | 0.0330
73144.tiff | 44.507 | 44.350 | 0.157 | 0.0330
74272.tiff | 22.059 | 18.585 | 3.474 | 0.0330
69398.tiff | 7.143 | 6.925 | 0.219 | 0.0330
70195.tiff | 43.064 | 43.036 | 0.029 | 0.0330
67014.tiff | 10.511 | 8.949 | 1.562 | 0.0330
74969.tiff | 36.443 | 42.438 | 5.996 | 0.0330
75819.tiff | 6.368 | 3.539 | 2.829 | 0.0330
75930.tiff | 14.924 | 9.120 | 5.804 | 0.0330
73146.tiff | 44.373 | 44.704 | 0.331 | 0.0330
69985.tiff | 37.191 | 37.922 | 0.731 | 0.0330
67148.tiff | 19.437 | 16.971 | 2.467 | 0.0330
76008.tiff | 20.913 | 14.474 | 6.439 | 0.0330
76141.tiff | 30.552 | 35.936 | 5.384 | 0.0330
68034.tiff | 47.665 | 53.158 | 5.493 | 0.0330
73652.tiff | 2.402 | 4.655 | 2.253 | 0.0330
70000.tiff | 38.337 | 38.890 | 0.553 | 0.0330
70747.tiff | 2.994 | 4.108 | 1.114 | 0.0330
65450.tiff | 13.268 | 13.955 | 0.687 | 0.0330
68669.tiff | 10.761 | 10.064 | 0.697 | 0.0330
73207.tiff | 39.645 | 41.307 | 1.662 | 0.0330
71957.tiff | 26.203 | 29.871 | 3.668 | 0.0330
71493.tiff | 8.329 | 10.504 | 2.175 | 0.0330
70886.tiff | 16.011 | 16.258 | 0.248 | 0.0330
73282.tiff | 33.838 | 35.981 | 2.143 | 0.0330
65811.tiff | 40.654 | 42.776 | 2.123 | 0.0330
69768.tiff | 20.519 | 20.437 | 0.082 | 0.0330
73245.tiff | 36.676 | 38.490 | 1.813 | 0.0330
69826.tiff | 25.012 | 24.931 | 0.081 | 0.0330
71999.tiff | 29.497 | 33.030 | 3.533 | 0.0330
67074.tiff | 15.604 | 13.703 | 1.902 | 0.0330
73292.tiff | 33.142 | 35.655 | 2.513 | 0.0330
73138.tiff | 45.032 | 44.594 | 0.438 | 0.0330
75723.tiff | 1.066 | 5.853 | 4.786 | 0.0330
66478.tiff | 37.599 | 39.391 | 1.792 | 0.0330
66791.tiff | 11.290 | 10.281 | 1.009 | 0.0330
69631.tiff | 10.113 | 10.412 | 0.299 | 0.0330
67334.tiff | 5.158 | 4.899 | 0.259 | 0.0330
70533.tiff | 14.794 | 16.009 | 1.214 | 0.0330
68234.tiff | 46.584 | 51.105 | 4.522 | 0.0330
67009.tiff | 10.068 | 8.695 | 1.372 | 0.0330
65683.tiff | 30.949 | 30.656 | 0.293 | 0.0330
69367.tiff | 9.528 | 9.253 | 0.275 | 0.0330
70351.tiff | 29.556 | 33.113 | 3.557 | 0.0330
67860.tiff | 34.388 | 40.586 | 6.197 | 0.0330
71862.tiff | 18.578 | 22.471 | 3.893 | 0.0330
65058.tiff | 1.899 | 4.853 | 2.953 | 0.0330
75207.tiff | 41.549 | 43.478 | 1.929 | 0.0330
72203.tiff | 32.179 | 35.330 | 3.151 | 0.0330
74605.tiff | 6.343 | 11.261 | 4.918 | 0.0330
67400.tiff | 0.172 | 3.718 | 3.546 | 0.0330
73001.tiff | 34.125 | 35.255 | 1.130 | 0.0330
65047.tiff | 0.995 | 4.074 | 3.079 | 0.0330
65031.tiff | 0.320 | 3.186 | 2.866 | 0.0330
69476.tiff | 1.187 | 3.689 | 2.502 | 0.0330
70390.tiff | 26.310 | 29.110 | 2.800 | 0.0330
70959.tiff | 22.095 | 21.855 | 0.239 | 0.0330
66469.tiff | 38.303 | 40.169 | 1.866 | 0.0330
66666.tiff | 21.786 | 20.539 | 1.247 | 0.0330
66417.tiff | 42.630 | 45.296 | 2.665 | 0.0330
72502.tiff | 7.277 | 8.536 | 1.259 | 0.0330
67359.tiff | 3.316 | 3.883 | 0.567 | 0.0330
75537.tiff | 15.380 | 19.258 | 3.877 | 0.0330
69792.tiff | 22.420 | 22.275 | 0.145 | 0.0330
71995.tiff | 29.162 | 32.648 | 3.486 | 0.0330
70578.tiff | 11.071 | 12.384 | 1.313 | 0.0330
74588.tiff | 4.859 | 9.551 | 4.693 | 0.0330
69282.tiff | 15.958 | 15.451 | 0.507 | 0.0330
65430.tiff | 11.783 | 12.686 | 0.903 | 0.0330
74640.tiff | 9.246 | 14.062 | 4.816 | 0.0330
75616.tiff | 9.282 | 13.519 | 4.238 | 0.0330
65386.tiff | 9.286 | 10.241 | 0.955 | 0.0330
66946.tiff | 4.799 | 3.705 | 1.094 | 0.0330
74844.tiff | 26.079 | 32.134 | 6.055 | 0.0330
69514.tiff | 1.728 | 4.173 | 2.445 | 0.0330
68525.tiff | 22.698 | 22.360 | 0.339 | 0.0330
65474.tiff | 15.059 | 15.601 | 0.543 | 0.0330
71649.tiff | 3.742 | 3.413 | 0.329 | 0.0330
75429.tiff | 23.510 | 26.413 | 2.902 | 0.0330
68703.tiff | 7.922 | 7.443 | 0.479 | 0.0330
72908.tiff | 26.430 | 26.474 | 0.044 | 0.0330
75147.tiff | 46.294 | 45.036 | 1.257 | 0.0330
65579.tiff | 23.079 | 22.899 | 0.180 | 0.0330
72052.tiff | 33.547 | 37.022 | 3.474 | 0.0330
66056.tiff | 59.301 | 60.198 | 0.896 | 0.0330
67282.tiff | 9.157 | 8.353 | 0.805 | 0.0330
71350.tiff | 19.350 | 20.594 | 1.243 | 0.0330
69673.tiff | 13.306 | 13.264 | 0.042 | 0.0330
69316.tiff | 13.337 | 13.155 | 0.182 | 0.0330
70303.tiff | 33.562 | 37.425 | 3.863 | 0.0330
68446.tiff | 29.428 | 30.149 | 0.721 | 0.0330
72453.tiff | 11.375 | 13.085 | 1.710 | 0.0330
69986.tiff | 37.319 | 38.197 | 0.878 | 0.0330
68170.tiff | 51.981 | 56.966 | 4.986 | 0.0330
65812.tiff | 40.666 | 42.612 | 1.946 | 0.0330
70859.tiff | 13.743 | 14.100 | 0.358 | 0.0330
70366.tiff | 28.300 | 31.668 | 3.369 | 0.0330
68943.tiff | 12.088 | 15.032 | 2.944 | 0.0330
70763.tiff | 4.341 | 4.859 | 0.518 | 0.0330
67756.tiff | 26.400 | 31.443 | 5.043 | 0.0330
72958.tiff | 30.512 | 31.232 | 0.721 | 0.0330
68046.tiff | 48.584 | 54.181 | 5.597 | 0.0330
75911.tiff | 13.411 | 7.975 | 5.436 | 0.0330
68033.tiff | 47.613 | 53.077 | 5.464 | 0.0330
65112.tiff | 6.457 | 8.750 | 2.293 | 0.0330
71626.tiff | 1.975 | 3.417 | 1.442 | 0.0330
75077.tiff | 44.088 | 44.446 | 0.359 | 0.0330
75943.tiff | 15.865 | 10.130 | 5.735 | 0.0330
69685.tiff | 14.221 | 14.232 | 0.011 | 0.0330
66746.tiff | 15.099 | 14.324 | 0.775 | 0.0330
68502.tiff | 24.689 | 24.273 | 0.416 | 0.0330
66453.tiff | 39.646 | 41.909 | 2.262 | 0.0330
67150.tiff | 19.228 | 16.871 | 2.357 | 0.0330
65320.tiff | 4.261 | 5.732 | 1.470 | 0.0330
70729.tiff | 1.547 | 3.735 | 2.188 | 0.0330
65062.tiff | 2.291 | 5.084 | 2.794 | 0.0330
67674.tiff | 19.817 | 24.317 | 4.500 | 0.0330
66923.tiff | 2.814 | 3.340 | 0.526 | 0.0330
75899.tiff | 12.490 | 7.127 | 5.363 | 0.0330
75255.tiff | 37.878 | 41.642 | 3.764 | 0.0330
69723.tiff | 17.147 | 16.808 | 0.339 | 0.0330
74140.tiff | 32.999 | 30.673 | 2.326 | 0.0330
71423.tiff | 13.720 | 15.689 | 1.969 | 0.0330
73910.tiff | 17.496 | 15.245 | 2.251 | 0.0330
71976.tiff | 27.642 | 31.093 | 3.452 | 0.0330
67130.tiff | 20.261 | 17.803 | 2.457 | 0.0330
73226.tiff | 38.165 | 39.420 | 1.255 | 0.0330
71943.tiff | 25.153 | 28.789 | 3.635 | 0.0330
75983.tiff | 19.037 | 12.665 | 6.372 | 0.0330
68964.tiff | 14.040 | 12.591 | 1.449 | 0.0330
73852.tiff | 13.017 | 11.154 | 1.863 | 0.0330
73208.tiff | 39.545 | 40.954 | 1.408 | 0.0330
71197.tiff | 31.081 | 31.619 | 0.538 | 0.0330
71672.tiff | 5.541 | 4.176 | 1.365 | 0.0330
75187.tiff | 43.139 | 43.893 | 0.754 | 0.0330
74162.tiff | 31.184 | 27.976 | 3.208 | 0.0330
66053.tiff | 59.146 | 60.248 | 1.102 | 0.0330
75841.tiff | 8.079 | 4.321 | 3.758 | 0.0330
74954.tiff | 35.149 | 41.837 | 6.688 | 0.0330
70099.tiff | 46.081 | 46.635 | 0.555 | 0.0330
65100.tiff | 5.469 | 8.264 | 2.795 | 0.0330
73178.tiff | 41.927 | 42.799 | 0.872 | 0.0330
66457.tiff | 39.363 | 41.212 | 1.849 | 0.0330
65362.tiff | 7.486 | 8.622 | 1.136 | 0.0330
65813.tiff | 40.826 | 42.792 | 1.967 | 0.0330
66093.tiff | 62.221 | 63.179 | 0.957 | 0.0330
69078.tiff | 23.426 | 21.219 | 2.207 | 0.0330
76150.tiff | 32.369 | 59.512 | 27.143 | 0.0330
68146.tiff | 53.982 | 58.661 | 4.679 | 0.0330
75374.tiff | 28.279 | 32.096 | 3.817 | 0.0330
76234.tiff | 34.206 | 25.207 | 8.998 | 0.0330
70479.tiff | 19.292 | 21.250 | 1.958 | 0.0330
72537.tiff | 4.365 | 5.395 | 1.030 | 0.0330
73107.tiff | 42.834 | 43.623 | 0.789 | 0.0330
74858.tiff | 27.199 | 34.096 | 6.897 | 0.0330
66036.tiff | 57.785 | 58.705 | 0.920 | 0.0330
71912.tiff | 22.782 | 26.479 | 3.696 | 0.0330
66415.tiff | 42.850 | 45.504 | 2.654 | 0.0330
65541.tiff | 20.250 | 20.146 | 0.104 | 0.0330
74080.tiff | 30.562 | 27.864 | 2.698 | 0.0330
75763.tiff | 1.988 | 3.903 | 1.915 | 0.0330
73979.tiff | 22.803 | 20.242 | 2.561 | 0.0330
66147.tiff | 64.193 | 64.682 | 0.489 | 0.0330
70567.tiff | 12.062 | 13.301 | 1.239 | 0.0330
75211.tiff | 41.237 | 43.036 | 1.799 | 0.0330
65755.tiff | 36.406 | 37.809 | 1.402 | 0.0330
73519.tiff | 12.940 | 13.902 | 0.962 | 0.0330
72932.tiff | 28.377 | 28.442 | 0.065 | 0.0330
70585.tiff | 10.534 | 11.751 | 1.217 | 0.0330
68686.tiff | 9.369 | 8.879 | 0.490 | 0.0330
75045.tiff | 41.425 | 42.997 | 1.572 | 0.0330
70962.tiff | 22.400 | 22.106 | 0.293 | 0.0330
75767.tiff | 2.323 | 3.751 | 1.428 | 0.0330
68131.tiff | 55.044 | 59.485 | 4.441 | 0.0330
67958.tiff | 41.899 | 47.245 | 5.346 | 0.0330
71588.tiff | 0.980 | 4.423 | 3.443 | 0.0330
75815.tiff | 6.048 | 3.451 | 2.597 | 0.0330
70112.tiff | 47.008 | 47.548 | 0.540 | 0.0330
74457.tiff | 5.984 | 3.548 | 2.436 | 0.0330
65101.tiff | 5.577 | 8.173 | 2.596 | 0.0330
67609.tiff | 14.847 | 19.364 | 4.517 | 0.0330
69343.tiff | 11.287 | 11.027 | 0.260 | 0.0330
73827.tiff | 11.138 | 9.534 | 1.604 | 0.0330
73795.tiff | 8.679 | 7.183 | 1.497 | 0.0330
74587.tiff | 4.827 | 9.535 | 4.708 | 0.0330
71914.tiff | 22.911 | 26.606 | 3.695 | 0.0330
68856.tiff | 4.798 | 7.243 | 2.445 | 0.0330
71523.tiff | 6.027 | 8.602 | 2.575 | 0.0330
70624.tiff | 7.294 | 8.450 | 1.156 | 0.0330
75449.tiff | 22.220 | 25.417 | 3.198 | 0.0330
65602.tiff | 24.829 | 24.619 | 0.210 | 0.0330
68956.tiff | 12.895 | 15.667 | 2.772 | 0.0330
75087.tiff | 44.881 | 44.554 | 0.327 | 0.0330
71910.tiff | 22.574 | 26.309 | 3.735 | 0.0330
72140.tiff | 37.361 | 40.899 | 3.537 | 0.0330
70071.tiff | 43.884 | 44.433 | 0.550 | 0.0330
72909.tiff | 26.443 | 26.263 | 0.179 | 0.0330
71052.tiff | 29.778 | 29.150 | 0.628 | 0.0330
66045.tiff | 58.482 | 59.312 | 0.830 | 0.0330
73774.tiff | 7.073 | 5.754 | 1.319 | 0.0330
66558.tiff | 30.890 | 30.540 | 0.350 | 0.0330
70013.tiff | 39.412 | 39.887 | 0.475 | 0.0330
66488.tiff | 36.676 | 38.001 | 1.325 | 0.0330
75469.tiff | 20.686 | 23.903 | 3.217 | 0.0330
73998.tiff | 24.263 | 21.674 | 2.589 | 0.0330
65181.tiff | 6.590 | 5.323 | 1.267 | 0.0330
75394.tiff | 26.687 | 30.068 | 3.380 | 0.0330
71483.tiff | 9.134 | 11.334 | 2.200 | 0.0330
67116.tiff | 19.107 | 16.694 | 2.413 | 0.0330
66700.tiff | 18.886 | 17.780 | 1.105 | 0.0330
66380.tiff | 45.469 | 48.104 | 2.635 | 0.0330
68942.tiff | 12.015 | 15.028 | 3.013 | 0.0330
67405.tiff | 0.203 | 3.896 | 3.693 | 0.0330
66396.tiff | 44.416 | 47.176 | 2.759 | 0.0330
75798.tiff | 4.705 | 3.240 | 1.465 | 0.0330
65619.tiff | 26.114 | 25.778 | 0.336 | 0.0330
69195.tiff | 22.679 | 20.767 | 1.913 | 0.0330
76135.tiff | 31.573 | 31.103 | 0.470 | 0.0330
68397.tiff | 33.535 | 35.581 | 2.047 | 0.0330
66601.tiff | 27.267 | 25.949 | 1.318 | 0.0330
75977.tiff | 18.553 | 12.328 | 6.226 | 0.0330
72628.tiff | 3.168 | 4.066 | 0.897 | 0.0330
66616.tiff | 26.017 | 24.504 | 1.513 | 0.0330
72572.tiff | 1.513 | 3.686 | 2.173 | 0.0330
65439.tiff | 12.464 | 13.263 | 0.798 | 0.0330
75514.tiff | 17.165 | 20.688 | 3.523 | 0.0330
67084.tiff | 16.372 | 14.288 | 2.083 | 0.0330
75221.tiff | 40.526 | 42.922 | 2.397 | 0.0330
72634.tiff | 3.674 | 4.301 | 0.626 | 0.0330
71226.tiff | 28.829 | 28.984 | 0.155 | 0.0330
73804.tiff | 9.378 | 7.866 | 1.511 | 0.0330
73062.tiff | 39.149 | 40.163 | 1.014 | 0.0330
71347.tiff | 19.610 | 20.835 | 1.225 | 0.0330
75816.tiff | 6.113 | 3.506 | 2.607 | 0.0330
73829.tiff | 11.270 | 9.779 | 1.491 | 0.0330
73459.tiff | 17.680 | 17.950 | 0.270 | 0.0330
69908.tiff | 31.316 | 32.072 | 0.756 | 0.0330
67546.tiff | 11.086 | 12.322 | 1.236 | 0.0330
72307.tiff | 23.539 | 25.752 | 2.213 | 0.0330
74419.tiff | 9.154 | 5.521 | 3.634 | 0.0330
75740.tiff | 0.239 | 4.912 | 4.673 | 0.0330
66919.tiff | 2.468 | 3.432 | 0.963 | 0.0330
74415.tiff | 9.466 | 5.762 | 3.704 | 0.0330
73544.tiff | 11.049 | 12.525 | 1.476 | 0.0330
73077.tiff | 40.429 | 41.559 | 1.131 | 0.0330
71904.tiff | 22.135 | 25.921 | 3.787 | 0.0330
69885.tiff | 29.483 | 29.818 | 0.335 | 0.0330
68610.tiff | 15.676 | 15.002 | 0.674 | 0.0330
73096.tiff | 42.071 | 42.536 | 0.466 | 0.0330
67055.tiff | 13.951 | 12.410 | 1.540 | 0.0330
75960.tiff | 17.187 | 11.026 | 6.160 | 0.0330
75418.tiff | 25.394 | 28.529 | 3.135 | 0.0330
67363.tiff | 2.996 | 3.823 | 0.827 | 0.0330
68015.tiff | 46.193 | 51.475 | 5.283 | 0.0330
68287.tiff | 42.147 | 46.756 | 4.609 | 0.0330
67226.tiff | 13.479 | 12.532 | 0.947 | 0.0330
75848.tiff | 8.632 | 4.508 | 4.124 | 0.0330
74222.tiff | 26.246 | 22.539 | 3.707 | 0.0330
66127.tiff | 64.797 | 65.340 | 0.543 | 0.0330
69808.tiff | 23.637 | 23.332 | 0.305 | 0.0330
70897.tiff | 16.944 | 17.077 | 0.133 | 0.0330
73604.tiff | 6.065 | 7.485 | 1.420 | 0.0330
67442.tiff | 3.062 | 5.108 | 2.046 | 0.0330
67445.tiff | 3.305 | 5.332 | 2.027 | 0.0330
72360.tiff | 19.094 | 21.006 | 1.912 | 0.0330
68945.tiff | 12.212 | 15.171 | 2.959 | 0.0330
66323.tiff | 50.201 | 52.281 | 2.081 | 0.0330
66604.tiff | 27.048 | 25.676 | 1.372 | 0.0330
72071.tiff | 33.928 | 37.617 | 3.689 | 0.0330
73823.tiff | 10.826 | 9.271 | 1.555 | 0.0330
74765.tiff | 19.506 | 24.140 | 4.633 | 0.0330
74213.tiff | 26.965 | 23.595 | 3.369 | 0.0330
73338.tiff | 27.568 | 32.132 | 4.565 | 0.0330
71500.tiff | 7.841 | 10.315 | 2.475 | 0.0330
70644.tiff | 5.563 | 6.991 | 1.428 | 0.0330
75484.tiff | 19.521 | 22.829 | 3.308 | 0.0330
73482.tiff | 15.852 | 16.537 | 0.685 | 0.0330
67291.tiff | 8.485 | 7.872 | 0.613 | 0.0330
75573.tiff | 12.634 | 16.247 | 3.613 | 0.0330
72602.tiff | 1.014 | 3.419 | 2.405 | 0.0330
74692.tiff | 13.527 | 18.333 | 4.806 | 0.0330
66508.tiff | 35.065 | 36.075 | 1.010 | 0.0330
73092.tiff | 41.687 | 42.466 | 0.779 | 0.0330
66560.tiff | 30.715 | 30.118 | 0.597 | 0.0331
73362.tiff | 25.068 | 24.302 | 0.766 | 0.0330
71000.tiff | 25.547 | 25.006 | 0.541 | 0.0330
73950.tiff | 20.544 | 18.196 | 2.349 | 0.0330
69105.tiff | 25.697 | 23.071 | 2.626 | 0.0330
74229.tiff | 25.640 | 21.982 | 3.658 | 0.0330
69421.tiff | 5.342 | 5.386 | 0.043 | 0.0330
66837.tiff | 7.361 | 6.625 | 0.736 | 0.0330
70031.tiff | 40.773 | 41.053 | 0.279 | 0.0330
74676.tiff | 12.201 | 16.995 | 4.795 | 0.0330
65982.tiff | 53.648 | 54.629 | 0.981 | 0.0330
74471.tiff | 4.830 | 3.231 | 1.599 | 0.0330
66355.tiff | 47.505 | 49.971 | 2.466 | 0.0330
67871.tiff | 35.259 | 41.517 | 6.257 | 0.0330
65046.tiff | 0.885 | 4.078 | 3.193 | 0.0330
67543.tiff | 10.813 | 11.794 | 0.980 | 0.0330
65105.tiff | 5.883 | 8.264 | 2.381 | 0.0330
70829.tiff | 11.235 | 11.379 | 0.144 | 0.0330
65749.tiff | 35.950 | 37.110 | 1.160 | 0.0330
71830.tiff | 16.110 | 19.757 | 3.646 | 0.0330
69029.tiff | 19.440 | 17.555 | 1.885 | 0.0330
76164.tiff | 32.006 | 69.017 | 37.011 | 0.0330
74981.tiff | 37.438 | 43.144 | 5.706 | 0.0330
72170.tiff | 34.868 | 38.089 | 3.221 | 0.0330
72750.tiff | 13.305 | 13.455 | 0.150 | 0.0330
70973.tiff | 23.275 | 22.794 | 0.480 | 0.0330
69963.tiff | 35.527 | 36.389 | 0.861 | 0.0330
65536.tiff | 19.846 | 19.863 | 0.017 | 0.0330
74549.tiff | 1.699 | 6.434 | 4.735 | 0.0330
75110.tiff | 46.739 | 45.419 | 1.320 | 0.0330
71642.tiff | 3.211 | 3.499 | 0.287 | 0.0330
72117.tiff | 37.456 | 41.024 | 3.567 | 0.0330
67252.tiff | 11.438 | 10.640 | 0.798 | 0.0330
66026.tiff | 57.026 | 57.861 | 0.835 | 0.0330
68722.tiff | 6.331 | 6.120 | 0.211 | 0.0330
69935.tiff | 33.388 | 34.756 | 1.368 | 0.0330
71320.tiff | 21.641 | 22.519 | 0.879 | 0.0330
73631.tiff | 4.072 | 5.656 | 1.584 | 0.0330
70139.tiff | 47.712 | 48.018 | 0.306 | 0.0330
69300.tiff | 14.581 | 14.129 | 0.452 | 0.0330
68398.tiff | 33.448 | 35.548 | 2.100 | 0.0330
65314.tiff | 3.820 | 5.136 | 1.315 | 0.0330
70172.tiff | 44.925 | 45.113 | 0.188 | 0.0330
70983.tiff | 24.103 | 23.612 | 0.491 | 0.0330
70091.tiff | 45.402 | 46.128 | 0.726 | 0.0330
75902.tiff | 12.712 | 7.275 | 5.436 | 0.0330
71349.tiff | 19.448 | 20.587 | 1.139 | 0.0330
65665.tiff | 29.552 | 29.005 | 0.546 | 0.0330
68818.tiff | 1.585 | 4.643 | 3.058 | 0.0330
70293.tiff | 34.380 | 38.295 | 3.915 | 0.0330
67890.tiff | 36.691 | 43.055 | 6.364 | 0.0330
72101.tiff | 36.235 | 39.755 | 3.520 | 0.0330
69639.tiff | 10.700 | 10.826 | 0.126 | 0.0330
67971.tiff | 42.899 | 48.068 | 5.169 | 0.0330
75509.tiff | 17.573 | 21.228 | 3.654 | 0.0330
70580.tiff | 10.952 | 12.308 | 1.356 | 0.0330
69706.tiff | 15.867 | 15.449 | 0.418 | 0.0330
70153.tiff | 46.518 | 46.791 | 0.273 | 0.0330
75860.tiff | 9.530 | 5.040 | 4.490 | 0.0330
73741.tiff | 4.478 | 3.968 | 0.510 | 0.0330
69773.tiff | 20.911 | 20.712 | 0.198 | 0.0330
65676.tiff | 30.436 | 30.440 | 0.004 | 0.0330
69376.tiff | 8.833 | 8.451 | 0.382 | 0.0330
73370.tiff | 24.513 | 23.758 | 0.755 | 0.0330
69823.tiff | 24.752 | 24.529 | 0.223 | 0.0330
68839.tiff | 3.374 | 5.880 | 2.505 | 0.0330
74223.tiff | 26.142 | 22.476 | 3.667 | 0.0330
73514.tiff | 13.373 | 14.445 | 1.072 | 0.0330
70212.tiff | 41.724 | 41.467 | 0.257 | 0.0330
74001.tiff | 24.471 | 21.747 | 2.724 | 0.0330
68036.tiff | 47.837 | 53.253 | 5.416 | 0.0330
66963.tiff | 6.194 | 4.574 | 1.620 | 0.0330
66841.tiff | 7.183 | 6.594 | 0.588 | 0.0330
70398.tiff | 25.599 | 27.979 | 2.380 | 0.0330
68674.tiff | 10.302 | 9.608 | 0.694 | 0.0330
76179.tiff | 31.993 | 69.164 | 37.171 | 0.0330
74748.tiff | 18.138 | 22.971 | 4.832 | 0.0330
74322.tiff | 17.931 | 14.228 | 3.702 | 0.0330
76278.tiff | 37.661 | 36.951 | 0.710 | 0.0330
68321.tiff | 39.812 | 42.600 | 2.788 | 0.0330
71238.tiff | 27.957 | 28.203 | 0.247 | 0.0330
74430.tiff | 8.242 | 4.799 | 3.443 | 0.0330
69041.tiff | 20.400 | 18.223 | 2.176 | 0.0330
69221.tiff | 20.659 | 19.121 | 1.538 | 0.0330
70831.tiff | 11.447 | 11.637 | 0.190 | 0.0330
73270.tiff | 34.781 | 36.753 | 1.972 | 0.0330
71108.tiff | 34.588 | 35.235 | 0.647 | 0.0330
73605.tiff | 6.075 | 7.416 | 1.341 | 0.0330
65412.tiff | 10.994 | 11.819 | 0.826 | 0.0330
65614.tiff | 25.765 | 25.292 | 0.473 | 0.0330
65848.tiff | 43.412 | 45.771 | 2.359 | 0.0330
69234.tiff | 19.684 | 18.295 | 1.389 | 0.0330
71680.tiff | 6.149 | 4.449 | 1.701 | 0.0330
66431.tiff | 41.516 | 44.343 | 2.827 | 0.0330
72279.tiff | 25.884 | 28.147 | 2.263 | 0.0330
75692.tiff | 3.407 | 7.649 | 4.242 | 0.0330
74158.tiff | 31.499 | 28.535 | 2.965 | 0.0330
72365.tiff | 18.658 | 20.530 | 1.872 | 0.0330
75993.tiff | 19.790 | 13.687 | 6.102 | 0.0330
70703.tiff | 0.623 | 3.725 | 3.103 | 0.0330
75619.tiff | 9.080 | 13.252 | 4.171 | 0.0330
71163.tiff | 33.725 | 34.719 | 0.994 | 0.0330
69442.tiff | 3.812 | 4.475 | 0.663 | 0.0330
66418.tiff | 42.577 | 45.191 | 2.614 | 0.0330
70299.tiff | 33.939 | 38.010 | 4.071 | 0.0330
68678.tiff | 9.997 | 9.462 | 0.535 | 0.0330
